Type,Age Category,Capacity (MW),Country/area,Capacity %
Utility-scale solar,0-9 years,2.0150675925925925,Malaysia,98.094164895619
Utility-scale solar,0-9 years,0.12677847769028872,Mali,100.0
Utility-scale solar,0-9 years,0.0072,Martinique,38.81401617250674
Utility-scale solar,0-9 years,0.12015354330708661,Mauritania,90.20296331763892
Utility-scale solar,0-9 years,0.07599189763779528,Mauritius,84.8513768849947
Utility-scale solar,0-9 years,0.010368018372703413,Mayotte,71.66163399588014
Utility-scale solar,0-9 years,11.510228636363635,Mexico,98.48426233536388
Utility-scale solar,0-9 years,0.0020009999999999997,Micronesia,100.0
Utility-scale solar,0-9 years,0.10590000000000001,Mongolia,100.0
Utility-scale solar,0-9 years,0.7300800000000001,Morocco,97.33361774744027
Utility-scale solar,0-9 years,0.099301,Mozambique,100.0
Utility-scale solar,0-9 years,0.28585625,Myanmar,100.0
Utility-scale solar,0-9 years,0.18903999999999999,Namibia,97.42321170892599
Utility-scale solar,0-9 years,0.03175,Nepal,100.0
Utility-scale solar,0-9 years,3.7610071726618703,Netherlands,99.86139975735158
Utility-scale solar,0-9 years,0.09570000000000001,New Caledonia,100.0
Utility-scale solar,0-9 years,0.1182860606060606,New Zealand,100.0
Utility-scale solar,0-9 years,0.037064599999999996,Nicaragua,96.60254575801694
Utility-scale solar,0-9 years,0.0344,Niger,100.0
Utility-scale solar,0-9 years,0.044518,Nigeria,100.0
Utility-scale solar,0-9 years,0.07168028797587636,North Macedonia,100.0
Utility-scale solar,0-9 years,1.1694,Oman,69.89859503465343
Utility-scale solar,0-9 years,0.8272118619246862,Pakistan,88.07510801977274
Utility-scale solar,0-9 years,0.013311,Palau,100.0
Utility-scale solar,0-9 years,0.0254,Palestine,85.3781512605042
Utility-scale solar,0-9 years,0.45475626717557255,Panama,97.86560162664387
Utility-scale solar,0-9 years,0.00087,Papua New Guinea,100.0
Utility-scale solar,0-9 years,0.0018011,Paraguay,100.0
Utility-scale solar,0-9 years,0.359102,Peru,79.26111658007072
Utility-scale solar,0-9 years,2.8727334096385544,Philippines,95.64958757714915
Utility-scale solar,0-9 years,1.4344530303030303,Poland,100.0
Utility-scale solar,0-9 years,2.0976997068965515,Portugal,92.52801633016676
Utility-scale solar,0-9 years,0.0912,Puerto Rico,56.36588380716935
Utility-scale solar,0-9 years,0.6981,Qatar,100.0
Utility-scale solar,0-9 years,0.002,Republic of the Congo,100.0
Utility-scale solar,0-9 years,0.3595648421052631,Romania,37.90511431736547
Utility-scale solar,0-9 years,1.9937019772727274,Russia,96.73293820059257
Utility-scale solar,0-9 years,0.004784724409448818,Rwanda,40.60107171969585
Utility-scale solar,0-9 years,0.054933,Réunion,44.93202898787809
Utility-scale solar,0-9 years,0.0048,Saint Lucia,100.0
Utility-scale solar,0-9 years,0.005372300884955752,Samoa,68.82013714827272
Utility-scale solar,0-9 years,3.219875,Saudi Arabia,99.43916603742701
Utility-scale solar,0-9 years,0.22996154855643045,Senegal,100.0
Utility-scale solar,0-9 years,0.010266,Serbia,100.0
Utility-scale solar,0-9 years,0.007175,Seychelles,100.0
Utility-scale solar,0-9 years,0.011349999999999999,Sierra Leone,100.0
Utility-scale solar,0-9 years,0.335855,Singapore,93.19235603750393
Utility-scale solar,0-9 years,0.006,Slovenia,100.0
Utility-scale solar,0-9 years,0.023960000000000002,Somalia,100.0
Utility-scale solar,0-9 years,2.7975578048780485,South Africa,70.87653712196516
Utility-scale solar,0-9 years,6.313507902439024,South Korea,97.21047025231744
Utility-scale solar,0-9 years,0.04524,South Sudan,100.0
Utility-scale solar,0-9 years,15.285046186102235,Spain,79.23194517256353
Utility-scale solar,0-9 years,0.037062,Sri Lanka,100.0
Utility-scale solar,0-9 years,0.011,Sudan,100.0
Utility-scale solar,0-9 years,0.0020009999999999997,Suriname,28.581631195543487
Utility-scale solar,0-9 years,0.11642,Sweden,100.0
Utility-scale solar,0-9 years,0.017910111111111113,Switzerland,21.15571977868377
Utility-scale solar,0-9 years,0.08820499999999999,Syria,100.0
Utility-scale solar,0-9 years,3.3803032258064514,Taiwan,93.5912081957323
Utility-scale solar,0-9 years,0.1353,Tanzania,100.0
Utility-scale solar,0-9 years,1.874461386861314,Thailand,63.04609045461327
Utility-scale solar,0-9 years,0.02001,The Gambia,100.0
Utility-scale solar,0-9 years,0.045899999999999996,Togo,100.0
Utility-scale solar,0-9 years,0.0047,Tonga,100.0
Utility-scale solar,0-9 years,0.033600000000000005,Tunisia,100.0
Utility-scale solar,0-9 years,2.716034496183206,Türkiye,96.77307233951221
Utility-scale solar,0-9 years,0.08959,Uganda,91.80243877446459
Utility-scale solar,0-9 years,2.000373,Ukraine,80.16511736389299
Utility-scale solar,0-9 years,6.200345,United Arab Emirates,98.10121425141467
Utility-scale solar,0-9 years,3.687269118644068,United Kingdom,41.01853134226589
Utility-scale solar,0-9 years,107.44967159574469,United States,88.59942892417622
Utility-scale solar,0-9 years,0.172108,Uruguay,73.04535307149709
Utility-scale solar,0-9 years,1.3486419354838708,Uzbekistan,100.0
Utility-scale solar,0-9 years,0.0009570000000000001,Vanuatu,100.0
Utility-scale solar,0-9 years,12.769705724137932,Vietnam,100.0
Utility-scale solar,0-9 years,0.009292400000000001,Virgin Islands (U.S.),100.0
Utility-scale solar,0-9 years,0.41354444444444444,Western Sahara,100.0
Utility-scale solar,0-9 years,0.15259999999999999,Yemen,100.0
Utility-scale solar,0-9 years,0.16094999999999998,Zambia,100.0
Utility-scale solar,0-9 years,0.07553779527559056,Zimbabwe,100.0
Utility-scale solar,10-19 years,89.4102451168743,World,10.530098802096536
Utility-scale solar,10-19 years,0.01044,Afghanistan,22.97239070630738
Utility-scale solar,10-19 years,0.0464,Algeria,10.810670877719817
Utility-scale solar,10-19 years,0.02483,Argentina,1.5165646360092182
Utility-scale solar,10-19 years,0.06611,Australia,0.6199287349205922
Utility-scale solar,10-19 years,0.0174,Azerbaijan,6.107406107406106
Utility-scale solar,10-19 years,0.0040999999999999995,Bahrain,100.0
Utility-scale solar,10-19 years,0.005267487499999999,Belarus,2.0227543119773763
Utility-scale solar,10-19 years,0.052842,Belgium,27.159047105080564
Utility-scale solar,10-19 years,0.00435,Bolivia,2.5830548631945853
Utility-scale solar,10-19 years,0.02393949,Brazil,0.12389114384803364
Utility-scale solar,10-19 years,0.35456600000000005,Bulgaria,26.42532304440566
Utility-scale solar,10-19 years,0.003979632545931759,Cabo Verde,20.19918896307704
Utility-scale solar,10-19 years,0.5376000000000001,Canada,20.22358278628334
Utility-scale solar,10-19 years,0.6624455376344086,Chile,7.129565810528978
Utility-scale solar,10-19 years,32.748144110842844,China,7.968632078666895
Utility-scale solar,10-19 years,0.38409,Czech Republic,100.0
Utility-scale solar,10-19 years,0.12466642857142857,Denmark,7.2962278193240415
Utility-scale solar,10-19 years,0.0037244,Ecuador,12.529773519398207
Utility-scale solar,10-19 years,0.03435,Egypt,1.1066651202350575
Utility-scale solar,10-19 years,0.00456239,El Salvador,0.9623727137797208
Utility-scale solar,10-19 years,2.7449380000000003,France,25.60124410866626
Utility-scale solar,10-19 years,0.02175,French Guiana,79.3636313878601
Utility-scale solar,10-19 years,9.103852037037036,Germany,34.68420460183149
Utility-scale solar,10-19 years,0.0052,Greece,0.8688675532654431
Utility-scale solar,10-19 years,0.024655999999999997,Guadeloupe,56.47791827011177
Utility-scale solar,10-19 years,0.032364000000000004,Guam,38.27160493827161
Utility-scale solar,10-19 years,0.09847985,Guatemala,80.15484852924419
Utility-scale solar,10-19 years,0.406294,Honduras,81.0990025254239
Utility-scale solar,10-19 years,0.013,Hungary,1.0718677869224131
Utility-scale solar,10-19 years,4.081729480565371,India,5.970894257673258
Utility-scale solar,10-19 years,0.22021000000000002,Israel,11.299388064837276
Utility-scale solar,10-19 years,0.6363629999999999,Italy,48.95789509392549
Utility-scale solar,10-19 years,8.132340717514124,Japan,28.085205700483947
Utility-scale solar,10-19 years,0.019662,Jordan,1.3961067778136749
Utility-scale solar,10-19 years,0.0435,Kazakhstan,4.073201025534455
Utility-scale solar,10-19 years,0.03915,Malaysia,1.9058351043810051
Utility-scale solar,10-19 years,0.011349999999999999,Martinique,61.18598382749326
Utility-scale solar,10-19 years,0.01305,Mauritania,9.797036682361078
Utility-scale solar,10-19 years,0.013566929133858268,Mauritius,15.148623115005305
Utility-scale solar,10-19 years,0.0040999999999999995,Mayotte,28.338366004119862
Utility-scale solar,10-19 years,0.17715,Mexico,1.515737664636129
Utility-scale solar,10-19 years,0.02,Morocco,2.666382252559727
Utility-scale solar,10-19 years,0.005,Namibia,2.5767882910740054
Utility-scale solar,10-19 years,0.00522,Netherlands,0.13860024264841786
Utility-scale solar,10-19 years,0.00130354,Nicaragua,3.3974542419830627
Utility-scale solar,10-19 years,0.503595,Oman,30.10140496534658
Utility-scale solar,10-19 years,0.112,Pakistan,11.924891980227256
Utility-scale solar,10-19 years,0.00435,Palestine,14.6218487394958
Utility-scale solar,10-19 years,0.009918,Panama,2.1343983733561434
Utility-scale solar,10-19 years,0.09396,Peru,20.738883419929284
Utility-scale solar,10-19 years,0.13066,Philippines,4.35041242285087
Utility-scale solar,10-19 years,0.16939710344827585,Portugal,7.471983669833245
Utility-scale solar,10-19 years,0.0706,Puerto Rico,43.63411619283065
Utility-scale solar,10-19 years,0.589027052631579,Romania,62.094885682634526
Utility-scale solar,10-19 years,0.06733536363636364,Russia,3.2670617994074322
Utility-scale solar,10-19 years,0.007,Rwanda,59.39892828030414
Utility-scale solar,10-19 years,0.067325,Réunion,55.067971012121895
Utility-scale solar,10-19 years,0.0024339911504424783,Samoa,31.17986285172728
Utility-scale solar,10-19 years,0.01816,Saudi Arabia,0.5608339625729801
Utility-scale solar,10-19 years,0.024534,Singapore,6.807643962496081
Utility-scale solar,10-19 years,0.004900000000000001,Slovakia,100.0
Utility-scale solar,10-19 years,1.1495280975609756,South Africa,29.12346287803484
Utility-scale solar,10-19 years,0.181171,South Korea,2.7895297476825633
Utility-scale solar,10-19 years,4.00147335543131,Spain,20.74213670320975
Utility-scale solar,10-19 years,0.005,Suriname,71.4183688044565
Utility-scale solar,10-19 years,0.06674837037037036,Switzerland,78.84428022131623
Utility-scale solar,10-19 years,0.2314710967741935,Taiwan,6.408791804267697
Utility-scale solar,10-19 years,1.094349,Thailand,36.80760058677073
Utility-scale solar,10-19 years,0.09056700000000001,Türkiye,3.2269276604877883
Utility-scale solar,10-19 years,0.008,Uganda,8.197561225535402
Utility-scale solar,10-19 years,0.49494299999999997,Ukraine,19.834882636107007
Utility-scale solar,10-19 years,0.12001,United Arab Emirates,1.8987857485853248
Utility-scale solar,10-19 years,5.302007186440679,United Kingdom,58.981468657734105
Utility-scale solar,10-19 years,13.738234468085105,United States,11.3280916565126
Utility-scale solar,10-19 years,0.06351,Uruguay,26.954646928502918
Utility-scale solar,20-29 years,0.3690671224489796,World,0.043466084439351974
Utility-scale solar,20-29 years,0.2695561224489796,Denmark,15.77604253220828
Utility-scale solar,20-29 years,0.08726099999999999,Germany,0.33245030405233345
Utility-scale solar,20-29 years,0.00435,Thailand,0.1463089586159924
Utility-scale solar,20-29 years,0.0079,United States,0.006514077503506411
Utility-scale solar,30-39 years,0.08,World,0.009421827477002815
Utility-scale solar,30-39 years,0.08,United States,0.06596534180765985
Utility-scale solar,40-49 years,0.005,World,0.0005888642173126759
Utility-scale solar,40-49 years,0.005,Spain,0.025918124226737477
Wind,0-9 years,605.7291,World,64.24901369190276
Wind,0-9 years,4.1558,Argentina,95.24879099722673
Wind,0-9 years,10.051200000000001,Australia,70.7626671172408
Wind,0-9 years,1.078,Austria,35.76642335766424
Wind,0-9 years,0.05,Azerbaijan,100.0
Wind,0-9 years,0.06,Bangladesh,100.0
Wind,0-9 years,0.001,Barbados,100.0
Wind,0-9 years,2.268,Belgium,63.70786516853932
Wind,0-9 years,0.132,Bolivia,97.77777777777777
Wind,0-9 years,0.219,Bosnia and Herzegovina,100.0
Wind,0-9 years,25.8878,Brazil,77.1209313687522
Wind,0-9 years,6.025,Canada,35.888730045270435
Wind,0-9 years,3.9338,Chile,81.36427566807313
Wind,0-9 years,298.31190000000004,China,71.50924513172829
Wind,0-9 years,0.08990000000000001,Colombia,100.0
Wind,0-9 years,0.042,Costa Rica,13.341804320203304
Wind,0-9 years,0.529,Croatia,62.30859835100119
Wind,0-9 years,0.017,Curaçao,36.17021276595745
Wind,0-9 years,0.042,Czech Republic,30.0
Wind,0-9 years,2.4486,Denmark,50.20091848450057
Wind,0-9 years,0.059,Djibouti,100.0
Wind,0-9 years,0.38,Dominican Republic,81.65019338203695
Wind,0-9 years,0.05,Ecuador,75.75757575757575
Wind,0-9 years,1.347,Egypt,76.01580135440182
Wind,0-9 years,0.054,El Salvador,100.0
Wind,0-9 years,0.429,Estonia,62.354651162790695
Wind,0-9 years,0.24,Ethiopia,42.553191489361694
Wind,0-9 years,0.025,Faroe Islands,67.56756756756756
Wind,0-9 years,6.5866999999999996,Finland,89.00104044212034
Wind,0-9 years,11.9553,France,54.87959384152107
Wind,0-9 years,0.0207,Georgia,100.0
Wind,0-9 years,21.488,Germany,46.279425383903
Wind,0-9 years,3.0764,Greece,57.971997663331265
Wind,0-9 years,0.041,Guadeloupe,100.0
Wind,0-9 years,0.03,Guatemala,28.30188679245283
Wind,0-9 years,0.059,Honduras,25.106382978723403
Wind,0-9 years,17.3455,India,67.79770326998695
Wind,0-9 years,0.147,Indonesia,93.63057324840763
Wind,0-9 years,0.329,Iran,94.81268011527378
Wind,0-9 years,2.0885,Ireland,52.98744132944311
Wind,0-9 years,0.309,Israel,100.0
Wind,0-9 years,1.9036,Italy,23.817626745408138
Wind,0-9 years,0.06,Jamaica,60.606060606060595
Wind,0-9 years,2.8049,Japan,56.18902622248041
Wind,0-9 years,0.621,Jordan,100.0
Wind,0-9 years,1.1282,Kazakhstan,92.10547799820394
Wind,0-9 years,0.507,Kenya,95.21126760563381
Wind,0-9 years,0.135,Kosovo,100.0
Wind,0-9 years,0.01,Kuwait,100.0
Wind,0-9 years,0.059,Latvia,59.0
Wind,0-9 years,0.57,Lithuania,65.97222222222221
Wind,0-9 years,0.029,Luxembourg,53.70370370370371
Wind,0-9 years,0.014,Martinique,100.0
Wind,0-9 years,0.13,Mauritania,100.0
Wind,0-9 years,0.0094,Mauritius,100.0
Wind,0-9 years,4.621,Mexico,60.47637743750819
Wind,0-9 years,0.105,Mongolia,67.74193548387096
Wind,0-9 years,0.118,Montenegro,100.0
Wind,0-9 years,0.552,Morocco,42.75755228505035
Wind,0-9 years,0.21,Myanmar,100.0
Wind,0-9 years,8.5153,Netherlands,82.59823654370325
Wind,0-9 years,0.574,New Zealand,46.553122465531224
Wind,0-9 years,0.01,Nigeria,100.0
Wind,0-9 years,0.036,North Macedonia,49.31506849315068
Wind,0-9 years,3.5458000000000003,Norway,81.94970879171673
Wind,0-9 years,0.05,Oman,100.0
Wind,0-9 years,1.641,Pakistan,84.54404945904173
Wind,0-9 years,0.3365,Panama,100.0
Wind,0-9 years,1.3059,Peru,90.1926928655294
Wind,0-9 years,0.416,Philippines,49.82035928143712
Wind,0-9 years,3.544,Poland,44.70796013624322
Wind,0-9 years,0.7109,Portugal,12.672917855105533
Wind,0-9 years,0.026,Puerto Rico,20.47244094488189
Wind,0-9 years,0.211,Romania,4.373056994818652
Wind,0-9 years,2.4532,Russia,100.0
Wind,0-9 years,0.0068,Réunion,100.0
Wind,0-9 years,0.4,Saudi Arabia,100.0
Wind,0-9 years,0.158,Senegal,100.0
Wind,0-9 years,0.4796,Serbia,95.99679743795035
Wind,0-9 years,2.651,South Africa,70.7688200747464
Wind,0-9 years,0.8182,South Korea,56.303330580787225
Wind,0-9 years,6.1685,Spain,23.61790189869783
Wind,0-9 years,0.115,Sri Lanka,51.11111111111111
Wind,0-9 years,9.504700000000001,Sweden,69.74749216645999
Wind,0-9 years,0.027,Switzerland,62.7906976744186
Wind,0-9 years,2.987,Taiwan,83.76332024677511
Wind,0-9 years,1.899,Thailand,89.70240906943788
Wind,0-9 years,0.0014,Tonga,100.0
Wind,0-9 years,6.1355,Türkiye,57.25016329196604
Wind,0-9 years,0.353,Ukraine,69.39256929427954
Wind,0-9 years,0.099,United Arab Emirates,100.0
Wind,0-9 years,15.8907,United Kingdom,53.62917514604786
Wind,0-9 years,91.1839,United States,60.182705241439926
Wind,0-9 years,0.6431,Uruguay,43.88562849733862
Wind,0-9 years,1.0,Uzbekistan,100.0
Wind,0-9 years,6.100899999999999,Vietnam,98.40320005161374
Wind,0-9 years,0.702,Western Sahara,93.22709163346613
Wind,0-9 years,0.04,Åland Islands,74.07407407407408
Wind,10-19 years,306.3804,World,32.497429155262054
Wind,10-19 years,0.01,Algeria,100.0
Wind,10-19 years,0.05,Angola,100.0
Wind,10-19 years,0.18930000000000002,Argentina,4.338658293415232
Wind,10-19 years,0.03,Aruba,100.0
Wind,10-19 years,3.654,Australia,25.724966734956805
Wind,10-19 years,1.438,Austria,47.710683477106826
Wind,10-19 years,1.267,Belgium,35.58988764044944
Wind,10-19 years,0.003,Bolivia,2.222222222222222
Wind,10-19 years,0.011,"Bonaire, Sint Eustatius, and Saba",100.0
Wind,10-19 years,7.6577,Brazil,22.812635918946135
Wind,10-19 years,0.608,Bulgaria,100.0
Wind,10-19 years,0.0257,Cabo Verde,100.0
Wind,10-19 years,10.266,Canada,61.15082201572552
Wind,10-19 years,0.901,Chile,18.635724331926863
Wind,10-19 years,118.63510000000001,China,28.438377574367962
Wind,10-19 years,0.199,Costa Rica,63.21473951715375
Wind,10-19 years,0.32,Croatia,37.69140164899882
Wind,10-19 years,0.0112,Cuba,100.0
Wind,10-19 years,0.03,Curaçao,63.82978723404255
Wind,10-19 years,0.156,Cyprus,100.0
Wind,10-19 years,0.098,Czech Republic,70.0
Wind,10-19 years,1.883,Denmark,38.605051664753155
Wind,10-19 years,0.0854,Dominican Republic,18.34980661796304
Wind,10-19 years,0.016,Ecuador,24.242424242424242
Wind,10-19 years,0.285,Egypt,16.083521444695258
Wind,10-19 years,0.241,Estonia,35.02906976744186
Wind,10-19 years,0.324,Ethiopia,57.44680851063829
Wind,10-19 years,0.012,Faroe Islands,32.43243243243243
Wind,10-19 years,0.01,Fiji,100.0
Wind,10-19 years,0.8025,Finland,10.84356885159512
Wind,10-19 years,9.2393,France,42.41207091247946
Wind,10-19 years,17.542,Germany,37.780793004673605
Wind,10-19 years,1.631,Greece,30.7347315657565
Wind,10-19 years,0.076,Guatemala,71.69811320754717
Wind,10-19 years,0.176,Honduras,74.8936170212766
Wind,10-19 years,0.319,Hungary,100.0
Wind,10-19 years,7.8807,India,30.802995598846167
Wind,10-19 years,0.01,Indonesia,6.369426751592357
Wind,10-19 years,0.018,Iran,5.187319884726224
Wind,10-19 years,1.611,Ireland,40.87276417607511
Wind,10-19 years,5.268,Italy,65.91261698613683
Wind,10-19 years,0.018,Jamaica,18.18181818181818
Wind,10-19 years,1.592,Japan,31.891664496484307
Wind,10-19 years,0.09670000000000001,Kazakhstan,7.894522001796064
Wind,10-19 years,0.0255,Kenya,4.788732394366197
Wind,10-19 years,0.021,Latvia,21.0
Wind,10-19 years,0.294,Lithuania,34.02777777777778
Wind,10-19 years,0.012,Luxembourg,22.222222222222225
Wind,10-19 years,2.937,Mexico,38.437377306635256
Wind,10-19 years,0.05,Mongolia,32.25806451612904
Wind,10-19 years,0.675,Morocco,52.285050348567
Wind,10-19 years,1.702,Netherlands,16.509365330332805
Wind,10-19 years,0.0275,New Caledonia,71.42857142857143
Wind,10-19 years,0.5,New Zealand,40.55150040551501
Wind,10-19 years,0.189,Nicaragua,100.0
Wind,10-19 years,0.037,North Macedonia,50.68493150684932
Wind,10-19 years,0.576,Norway,13.312378663215307
Wind,10-19 years,0.3,Pakistan,15.455950540958268
Wind,10-19 years,0.142,Peru,9.807307134470612
Wind,10-19 years,0.394,Philippines,47.185628742514965
Wind,10-19 years,4.322,Poland,54.52251797653589
Wind,10-19 years,4.0691,Portugal,72.53814888762122
Wind,10-19 years,0.101,Puerto Rico,79.52755905511812
Wind,10-19 years,4.614,Romania,95.62694300518135
Wind,10-19 years,0.0022,Saint Kitts and Nevis,100.0
Wind,10-19 years,0.02,Serbia,4.00320256204964
Wind,10-19 years,0.006,Seychelles,100.0
Wind,10-19 years,1.095,South Africa,29.23117992525361
Wind,10-19 years,0.567,South Korea,39.01734104046242
Wind,10-19 years,10.851,Spain,41.546219259588256
Wind,10-19 years,0.11,Sri Lanka,48.888888888888886
Wind,10-19 years,4.0866,Sweden,29.988332244832062
Wind,10-19 years,0.016,Switzerland,37.2093023255814
Wind,10-19 years,0.456,Taiwan,12.787436904094223
Wind,10-19 years,0.218,Thailand,10.297590930562116
Wind,10-19 years,0.055,Tunisia,84.61538461538461
Wind,10-19 years,4.5715,Türkiye,42.65652701315667
Wind,10-19 years,0.117,Ukraine,22.999803420483588
Wind,10-19 years,12.0833,United Kingdom,40.77966433462591
Wind,10-19 years,55.4514,United States,36.59873356398643
Wind,10-19 years,0.8222999999999999,Uruguay,56.114371502661385
Wind,10-19 years,0.0034,Vanuatu,100.0
Wind,10-19 years,0.099,Vietnam,1.5967999483862645
Wind,10-19 years,0.051,Western Sahara,6.772908366533864
Wind,10-19 years,0.014,Åland Islands,25.925925925925924
Wind,20-29 years,29.7626,World,3.1568859658659703
Wind,20-29 years,0.018,Argentina,0.4125507093580252
Wind,20-29 years,0.49889999999999995,Australia,3.512366147802394
Wind,20-29 years,0.498,Austria,16.52289316522893
Wind,20-29 years,0.025,Belgium,0.7022471910112361
Wind,20-29 years,0.0223,Brazil,0.06643271230167005
Wind,20-29 years,0.497,Canada,2.9604479390040503
Wind,20-29 years,0.2185,China,0.05237729390373844
Wind,20-29 years,0.07379999999999999,Costa Rica,23.443456162642942
Wind,20-29 years,0.522,Denmark,10.701984582581597
Wind,20-29 years,0.14,Egypt,7.900677200902936
Wind,20-29 years,0.018,Estonia,2.616279069767442
Wind,20-29 years,0.0115,Finland,0.15539070628454066
Wind,20-29 years,0.567,France,2.6027560753927084
Wind,20-29 years,7.324,Germany,15.773944132153087
Wind,20-29 years,0.597,Greece,11.249929334614734
Wind,20-29 years,0.333,India,1.3015845717278633
Wind,20-29 years,0.242,Ireland,6.139794494481797
Wind,20-29 years,0.8208,Italy,10.269756268455033
Wind,20-29 years,0.021,Jamaica,21.21212121212121
Wind,20-29 years,0.595,Japan,11.919309281035275
Wind,20-29 years,0.02,Latvia,20.0
Wind,20-29 years,0.013,Luxembourg,24.074074074074073
Wind,20-29 years,0.064,Morocco,4.957397366382649
Wind,20-29 years,0.092,Netherlands,0.8923981259639354
Wind,20-29 years,0.011,New Caledonia,28.57142857142857
Wind,20-29 years,0.159,New Zealand,12.895377128953772
Wind,20-29 years,0.205,Norway,4.737912545067948
Wind,20-29 years,0.025,Philippines,2.9940119760479043
Wind,20-29 years,0.061,Poland,0.7695218872208907
Wind,20-29 years,0.8278,Portugal,14.756845407872222
Wind,20-29 years,0.068,South Korea,4.679328378750344
Wind,20-29 years,9.0384,Spain,34.60615133682264
Wind,20-29 years,0.036,Sweden,0.2641755887079612
Wind,20-29 years,0.123,Taiwan,3.4492428491306786
Wind,20-29 years,0.01,Tunisia,15.384615384615385
Wind,20-29 years,0.01,Türkiye,0.09330969487729775
Wind,20-29 years,0.028300000000000002,Ukraine,5.5632003145272275
Wind,20-29 years,1.5402,United Kingdom,5.19798722271158
Wind,20-29 years,4.3881000000000006,United States,2.8962100641666195
Wind,30-39 years,0.7393,World,0.07841673088254089
Wind,30-39 years,0.024,Denmark,0.4920452681646712
Wind,30-39 years,0.077,Germany,0.16583747927031509
Wind,30-39 years,0.0023,Greece,0.043341436297510694
Wind,30-39 years,0.025,India,0.09771655943902878
Wind,30-39 years,0.083,Mexico,1.0862452558565634
Wind,30-39 years,0.0018,Portugal,0.03208784940102682
Wind,30-39 years,0.06,Spain,0.22972750489128144
Wind,30-39 years,0.0104,Ukraine,2.0444269707096523
Wind,30-39 years,0.1165,United Kingdom,0.3931732966146599
Wind,30-39 years,0.3393,United States,0.223942953618134
Wind,40-49 years,0.14909999999999998,World,0.015814871600956106
Wind,40-49 years,0.14909999999999998,United States,0.09840817678887055
Wind,50+ years,0.023,World,0.002439584485727635
Wind,50+ years,0.023,France,0.1055791706067589
Hydropower,0-9 years,187.048,World,15.480056541500733
Hydropower,0-9 years,0.1,Afghanistan,32.05128205128205
Hydropower,0-9 years,0.341,Albania,19.642857142857142
Hydropower,0-9 years,2.77,Angola,77.37430167597765
Hydropower,0-9 years,0.899,Austria,7.803819444444445
Hydropower,0-9 years,0.182,Azerbaijan,15.345699831365936
Hydropower,0-9 years,0.72,Bhutan,30.954428202923477
Hydropower,0-9 years,0.447,Bolivia,67.83004552352048
Hydropower,0-9 years,13.391,Brazil,12.394368804435354
Hydropower,0-9 years,0.4,Cambodia,30.81664098613251
Hydropower,0-9 years,0.631,Cameroon,45.89090909090909
Hydropower,0-9 years,2.44,Canada,3.0849369105115434
Hydropower,0-9 years,0.06,Chile,1.0420284821118444
Hydropower,0-9 years,115.414,China,32.61461771487995
Hydropower,0-9 years,1.255,Colombia,10.391653556346775
Hydropower,0-9 years,0.355,Costa Rica,21.819299323909032
Hydropower,0-9 years,0.387,Côte d'Ivoire,41.34615384615385
Hydropower,0-9 years,0.529,DR Congo,19.236363636363638
Hydropower,0-9 years,2.925,Ecuador,55.67186905215075
Hydropower,0-9 years,0.067,El Salvador,11.185308848080135
Hydropower,0-9 years,1.004,Ethiopia,21.096869090144992
Hydropower,0-9 years,0.097,France,0.4974103892108098
Hydropower,0-9 years,0.431,Georgia,15.027894002789402
Hydropower,0-9 years,0.117,Guatemala,13.652275379229872
Hydropower,0-9 years,0.45,Guinea,58.44155844155845
Hydropower,0-9 years,0.165,Honduras,28.745644599303137
Hydropower,0-9 years,0.1,Iceland,5.186721991701245
Hydropower,0-9 years,2.851,India,6.461629119260233
Hydropower,0-9 years,0.845,Indonesia,15.738498789346247
Hydropower,0-9 years,0.975,Iran,8.034610630407911
Hydropower,0-9 years,0.644,Israel,100.0
Hydropower,0-9 years,0.025,Kyrgyzstan,0.7974481658692186
Hydropower,0-9 years,6.989,Laos,71.7188301693176
Hydropower,0-9 years,0.372,Malaysia,6.040922377395258
Hydropower,0-9 years,0.14,Mali,31.11111111111111
Hydropower,0-9 years,0.131,Myanmar,4.346383543463836
Hydropower,0-9 years,1.873,Nepal,74.03162055335967
Hydropower,0-9 years,0.7,Nigeria,25.56610664718773
Hydropower,0-9 years,0.234,North Korea,7.251317012705299
Hydropower,0-9 years,1.105,Norway,4.0942606246989515
Hydropower,0-9 years,4.343,Pakistan,38.25757575757576
Hydropower,0-9 years,0.054,Papua New Guinea,28.723404255319146
Hydropower,0-9 years,1.267,Peru,22.820605187319885
Hydropower,0-9 years,0.045,Philippines,1.309662398137369
Hydropower,0-9 years,2.359,Portugal,31.129585642649776
Hydropower,0-9 years,0.346,Russia,0.6672194689241567
Hydropower,0-9 years,1.332,South Africa,37.69100169779287
Hydropower,0-9 years,0.12,Sri Lanka,8.695652173913043
Hydropower,0-9 years,0.32,Sudan,17.297297297297295
Hydropower,0-9 years,2.29,Switzerland,17.20510894064613
Hydropower,0-9 years,1.2,Tajikistan,20.847810979847115
Hydropower,0-9 years,2.195,Tanzania,80.60962174072712
Hydropower,0-9 years,4.734,Türkiye,18.978511866581144
Hydropower,0-9 years,0.783,Uganda,55.414012738853515
Hydropower,0-9 years,0.324,United States,0.3526377082902513
Hydropower,0-9 years,0.175,Uzbekistan,10.245901639344261
Hydropower,0-9 years,1.73,Vietnam,10.331442221558676
Hydropower,0-9 years,0.87,Zambia,21.2298682284041
Hydropower,10-19 years,269.239,World,22.28216790971898
