Type,Age Category,Capacity (MW),Country/area,Capacity %
Hydropower,10-19 years,0.045,Albania,2.592165898617511
Hydropower,10-19 years,0.11,Angola,3.072625698324022
Hydropower,10-19 years,0.125,Argentina,1.0288065843621401
Hydropower,10-19 years,0.14,Australia,1.761671070844344
Hydropower,10-19 years,1.145,Austria,9.939236111111112
Hydropower,10-19 years,1.146,Bhutan,49.26913155631987
Hydropower,10-19 years,0.06,Bosnia and Herzegovina,2.911208151382824
Hydropower,10-19 years,17.409,Brazil,16.11332734795124
Hydropower,10-19 years,0.085,Bulgaria,3.3837579617834392
Hydropower,10-19 years,0.898,Cambodia,69.18335901386749
Hydropower,10-19 years,4.192,Canada,5.300022757731307
Hydropower,10-19 years,0.943,Chile,16.377214310524487
Hydropower,10-19 years,167.076,China,47.21368178324365
Hydropower,10-19 years,2.144,Colombia,17.752753167177282
Hydropower,10-19 years,0.365,Costa Rica,22.433927473878303
Hydropower,10-19 years,0.14,Dominican Republic,28.925619834710748
Hydropower,10-19 years,0.651,Ecuador,12.390559573658166
Hydropower,10-19 years,0.128,Egypt,4.40467997247075
Hydropower,10-19 years,0.12,Equatorial Guinea,100.0
Hydropower,10-19 years,3.147,Ethiopia,66.12733767598236
Hydropower,10-19 years,0.055,France,0.282036818624686
Hydropower,10-19 years,0.16,Gabon,55.94405594405594
Hydropower,10-19 years,0.085,Georgia,2.96373779637378
Hydropower,10-19 years,0.14,Germany,2.057008521892448
Hydropower,10-19 years,0.404,Ghana,25.5050505050505
Hydropower,10-19 years,0.154,Greece,4.9374799615261304
Hydropower,10-19 years,0.184,Guatemala,21.47024504084014
Hydropower,10-19 years,0.24,Guinea,31.168831168831172
Hydropower,10-19 years,0.785,Iceland,40.71576763485478
Hydropower,10-19 years,10.393,India,23.555142559267487
Hydropower,10-19 years,0.757,Indonesia,14.099459862171726
Hydropower,10-19 years,6.697,Iran,55.187474248042854
Hydropower,10-19 years,1.762,Japan,4.610031134716517
Hydropower,10-19 years,0.3,Kazakhstan,12.009607686148918
Hydropower,10-19 years,0.132,Kenya,18.282548476454295
Hydropower,10-19 years,0.12,Kyrgyzstan,3.827751196172249
Hydropower,10-19 years,1.784,Laos,18.30682401231401
Hydropower,10-19 years,3.609,Malaysia,58.60669048392335
Hydropower,10-19 years,0.062,Mali,13.777777777777779
Hydropower,10-19 years,1.5,Mexico,12.681772066283395
Hydropower,10-19 years,2.304,Myanmar,76.44326476443266
Hydropower,10-19 years,0.134,Nepal,5.296442687747035
Hydropower,10-19 years,0.1,Nigeria,3.652300949598248
Hydropower,10-19 years,0.47,North Korea,14.564611093895257
Hydropower,10-19 years,0.832,Norway,3.082737411538034
Hydropower,10-19 years,0.584,Pakistan,5.1444679351656095
Hydropower,10-19 years,0.607,Panama,43.700503959683225
Hydropower,10-19 years,0.592,Peru,10.662824207492795
Hydropower,10-19 years,0.778,Portugal,10.266561097915018
Hydropower,10-19 years,0.12,Republic of the Congo,61.85567010309278
Hydropower,10-19 years,3.732,Russia,7.196714040534548
Hydropower,10-19 years,0.05,Sierra Leone,100.0
Hydropower,10-19 years,0.18,Slovenia,24.291497975708502
Hydropower,10-19 years,2.4,South Korea,39.21568627450981
Hydropower,10-19 years,1.07,Spain,7.758120649651973
Hydropower,10-19 years,0.15,Sri Lanka,10.869565217391305
Hydropower,10-19 years,1.25,Sudan,67.56756756756756
Hydropower,10-19 years,0.06,Sweden,0.4764930114358323
Hydropower,10-19 years,0.291,Switzerland,2.1863260706235907
Hydropower,10-19 years,0.63,Syria,39.74763406940063
Hydropower,10-19 years,0.429,Taiwan,9.828178694158076
Hydropower,10-19 years,0.89,Tajikistan,15.462126476719945
Hydropower,10-19 years,8.053,Türkiye,32.284316869788334
Hydropower,10-19 years,0.25,Uganda,17.69285208775655
Hydropower,10-19 years,1.749,Ukraine,27.997438770609897
Hydropower,10-19 years,0.19,United Kingdom,4.923555325213786
Hydropower,10-19 years,1.279,United States,1.3920482373556524
Hydropower,10-19 years,0.095,Uzbekistan,5.562060889929741
Hydropower,10-19 years,10.578,Vietnam,63.17109584950732
Hydropower,20-29 years,100.001,World,8.276063546290871
Hydropower,20-29 years,0.52,Angola,14.52513966480447
Hydropower,20-29 years,0.516,Argentina,4.246913580246915
Hydropower,20-29 years,0.172,Austria,1.4930555555555554
Hydropower,20-29 years,0.15,Azerbaijan,12.647554806070826
Hydropower,20-29 years,0.124,Bhutan,5.33104041272571
Hydropower,20-29 years,0.051,Bolivia,7.7389984825493165
Hydropower,20-29 years,12.866,Brazil,11.908442165474218
Hydropower,20-29 years,2.34,Canada,2.958505069916808
Hydropower,20-29 years,1.475,Chile,25.61653351858284
Hydropower,20-29 years,34.697,China,9.804957724827055
Hydropower,20-29 years,1.141,Colombia,9.44771052413679
Hydropower,20-29 years,0.237,Costa Rica,14.566687154271666
Hydropower,20-29 years,0.638,Czech Republic,36.106395019807586
Hydropower,20-29 years,0.052,Dominican Republic,10.743801652892563
Hydropower,20-29 years,0.257,Ethiopia,5.400294179449465
Hydropower,20-29 years,1.06,Germany,15.574493094328535
Hydropower,20-29 years,0.5,Greece,16.03077909586406
Hydropower,20-29 years,0.116,Guatemala,13.535589264877482
Hydropower,20-29 years,0.08,Guinea,10.389610389610391
Hydropower,20-29 years,0.215,Iceland,11.151452282157678
Hydropower,20-29 years,10.641,India,24.117220434250488
Hydropower,20-29 years,0.569,Indonesia,10.597876699571614
Hydropower,20-29 years,2.666,Iran,21.96950968273589
Hydropower,20-29 years,0.198,Italy,1.7181534189517529
Hydropower,20-29 years,2.797,Japan,7.317966562884277
Hydropower,20-29 years,0.652,Laos,6.690610569522833
Hydropower,20-29 years,0.13,Malawi,37.03703703703704
Hydropower,20-29 years,0.654,Malaysia,10.620331276388438
Hydropower,20-29 years,0.2,Mali,44.44444444444445
Hydropower,20-29 years,0.714,Mexico,6.036523503550896
Hydropower,20-29 years,0.798,Morocco,54.58276333789329
Hydropower,20-29 years,0.355,Myanmar,11.778367617783676
Hydropower,20-29 years,0.286,Nepal,11.304347826086955
Hydropower,20-29 years,0.2,North Korea,6.197706848466068
Hydropower,20-29 years,0.082,North Macedonia,18.385650224215247
Hydropower,20-29 years,0.729,Norway,2.7011004483308017
Hydropower,20-29 years,1.634,Pakistan,14.393939393939393
Hydropower,20-29 years,0.12,Panama,8.639308855291576
Hydropower,20-29 years,0.697,Peru,12.554034582132564
Hydropower,20-29 years,0.66,Philippines,19.20838183934808
Hydropower,20-29 years,0.092,Poland,4.3788672060923375
Hydropower,20-29 years,0.67,Portugal,8.84138295064661
Hydropower,20-29 years,3.495,Russia,6.7396879881211795
Hydropower,20-29 years,0.072,Slovakia,3.519061583577713
Hydropower,20-29 years,0.7,South Korea,11.437908496732026
Hydropower,20-29 years,0.224,Spain,1.6241299303944314
Hydropower,20-29 years,0.07,Sri Lanka,5.072463768115943
Hydropower,20-29 years,1.26,Switzerland,9.46656649135988
Hydropower,20-29 years,0.432,Taiwan,9.896907216494846
Hydropower,20-29 years,0.18,Tanzania,6.610356224752111
Hydropower,20-29 years,1.171,Thailand,32.80112044817927
Hydropower,20-29 years,2.745,Türkiye,11.004650416933933
Hydropower,20-29 years,0.2,Uganda,14.15428167020524
Hydropower,20-29 years,0.642,United States,0.6987450886492016
Hydropower,20-29 years,5.01,Venezuela,31.292941911305437
Hydropower,20-29 years,1.049,Vietnam,6.264556584054942
Hydropower,30-39 years,114.961,World,9.514150271948727
Hydropower,30-39 years,5.394,Argentina,44.39506172839507
Hydropower,30-39 years,0.076,Armenia,8.616780045351474
Hydropower,30-39 years,0.481,Australia,6.0525984648294955
Hydropower,30-39 years,0.703,Austria,6.102430555555555
Hydropower,30-39 years,0.336,Bhutan,14.445399828030958
Hydropower,30-39 years,0.315,Bosnia and Herzegovina,15.283842794759824
Hydropower,30-39 years,8.566,Brazil,7.928471598744921
Hydropower,30-39 years,0.864,Bulgaria,34.394904458598724
Hydropower,30-39 years,7.303,Canada,9.233317318633526
Hydropower,30-39 years,1.072,Chile,18.617575547064956
Hydropower,30-39 years,21.011,China,5.9374576117918325
Hydropower,30-39 years,2.746,Colombia,22.737434793408962
Hydropower,30-39 years,0.076,Croatia,4.548174745661281
Hydropower,30-39 years,0.158,Dominican Republic,32.64462809917356
Hydropower,30-39 years,0.388,Ecuador,7.384849638370766
Hydropower,30-39 years,0.086,Egypt,2.959394356503785
Hydropower,30-39 years,0.153,Ethiopia,3.2149611262870352
Hydropower,30-39 years,2.546,France,13.055740731244553
Hydropower,30-39 years,0.116,French Guiana,100.0
Hydropower,30-39 years,0.046,Georgia,1.6039051603905161
Hydropower,30-39 years,0.154,Germany,2.262709374081693
Hydropower,30-39 years,0.36,Greece,11.542160949022124
Hydropower,30-39 years,0.045,Greenland,100.0
Hydropower,30-39 years,0.3,Honduras,52.264808362369344
Hydropower,30-39 years,0.15,Iceland,7.780082987551867
Hydropower,30-39 years,4.618,India,10.466433978514122
Hydropower,30-39 years,1.315,Indonesia,24.492456695846528
Hydropower,30-39 years,1.774,Iraq,69.6232339089482
Hydropower,30-39 years,1.485,Italy,12.886150642138148
Hydropower,30-39 years,7.923,Japan,20.72944192982915
Hydropower,30-39 years,0.702,Kazakhstan,28.10248198558847
Hydropower,30-39 years,0.271,Kenya,37.53462603878116
Hydropower,30-39 years,0.24,Kyrgyzstan,7.655502392344498
Hydropower,30-39 years,0.045,Laos,0.46177526936890717
Hydropower,30-39 years,0.9,Lithuania,89.91008991008991
Hydropower,30-39 years,0.1,Malawi,28.49002849002849
Hydropower,30-39 years,2.412,Mexico,20.3922894825837
Hydropower,30-39 years,0.307,Morocco,20.99863201094391
Hydropower,30-39 years,0.113,Nepal,4.466403162055336
Hydropower,30-39 years,0.432,New Zealand,8.86335658596635
Hydropower,30-39 years,0.6,Nigeria,21.913805697589485
Hydropower,30-39 years,3.348,Norway,12.40505391085257
Hydropower,30-39 years,1.07,Pakistan,9.425651867512332
Hydropower,30-39 years,0.134,Papua New Guinea,71.27659574468086
Hydropower,30-39 years,0.256,Peru,4.610951008645533
Hydropower,30-39 years,0.08,Philippines,2.3282887077997674
Hydropower,30-39 years,0.959,Portugal,12.655054103985222
Hydropower,30-39 years,0.676,Romania,12.073584568672977
Hydropower,30-39 years,2.23,Russia,4.30028732861523
Hydropower,30-39 years,0.08,Serbia,5.743000717875091
Hydropower,30-39 years,0.72,Slovakia,35.19061583577713
Hydropower,30-39 years,0.4,South Africa,11.318619128466327
Hydropower,30-39 years,0.75,South Korea,12.254901960784313
Hydropower,30-39 years,1.523,Spain,11.042633410672853
Hydropower,30-39 years,0.294,Sri Lanka,21.304347826086957
Hydropower,30-39 years,0.055,Sweden,0.43678526048284627
Hydropower,30-39 years,0.05,Switzerland,0.3756574004507889
Hydropower,30-39 years,0.075,Syria,4.73186119873817
Hydropower,30-39 years,1.672,Taiwan,38.304696449026345
Hydropower,30-39 years,0.148,Tanzania,5.435181784796179
Hydropower,30-39 years,0.376,Thailand,10.53221288515406
Hydropower,30-39 years,0.066,Togo,100.0
Hydropower,30-39 years,5.89,Türkiye,23.612892880051316
Hydropower,30-39 years,3.972,United States,4.323077090521229
Hydropower,30-39 years,0.15,Uzbekistan,8.782201405152223
Hydropower,30-39 years,10.28,Venezuela,64.20986883198002
Hydropower,30-39 years,3.025,Vietnam,18.06509405792774
Hydropower,40-49 years,173.062,World,14.32257786870322
Hydropower,40-49 years,1.1,Albania,63.36405529953917
Hydropower,40-49 years,3.799,Argentina,31.26748971193416
Hydropower,40-49 years,0.171,Armenia,19.387755102040817
Hydropower,40-49 years,1.583,Australia,19.91946646533283
Hydropower,40-49 years,3.266,Austria,28.350694444444446
Hydropower,40-49 years,0.43,Azerbaijan,36.25632377740304
Hydropower,40-49 years,0.144,Belgium,11.009174311926607
Hydropower,40-49 years,0.874,Bosnia and Herzegovina,42.40659873847647
Hydropower,40-49 years,36.857,Brazil,34.11390120417249
Hydropower,40-49 years,0.148,Bulgaria,5.89171974522293
Hydropower,40-49 years,0.468,Cameroon,34.03636363636364
Hydropower,40-49 years,17.385,Canada,21.98017548739475
Hydropower,40-49 years,0.889,Chile,15.439388676623828
Hydropower,40-49 years,6.415,China,1.8128023692182482
Hydropower,40-49 years,2.065,Colombia,17.098617206259835
Hydropower,40-49 years,0.331,Costa Rica,20.344191763982792
Hydropower,40-49 years,0.317,Croatia,18.970676241771393
Hydropower,40-49 years,0.472,Czech Republic,26.711941143180535
Hydropower,40-49 years,0.375,Côte d'Ivoire,40.06410256410257
Hydropower,40-49 years,1.424,DR Congo,51.78181818181818
Hydropower,40-49 years,1.172,Ecuador,22.30681385610963
Hydropower,40-49 years,0.27,Egypt,9.29112181693049
Hydropower,40-49 years,0.353,El Salvador,58.931552587646074
Hydropower,40-49 years,0.08,Fiji,100.0
Hydropower,40-49 years,0.134,Finland,6.539775500244022
Hydropower,40-49 years,3.856,France,19.77334495666889
Hydropower,40-49 years,0.126,Gabon,44.05594405594405
Hydropower,40-49 years,1.568,Georgia,54.672245467224556
Hydropower,40-49 years,2.12,Germany,31.14898618865707
Hydropower,40-49 years,0.16,Ghana,10.1010101010101
Hydropower,40-49 years,0.723,Greece,23.18050657261943
Hydropower,40-49 years,0.38,Guatemala,44.340723453908986
Hydropower,40-49 years,0.36,Iceland,18.672199170124482
Hydropower,40-49 years,6.778,India,15.36195095417252
Hydropower,40-49 years,1.591,Indonesia,29.63307878562116
Hydropower,40-49 years,1.0,Iran,8.240626287597857
Hydropower,40-49 years,0.05,Iraq,1.9623233908948194
Hydropower,40-49 years,0.365,Italy,3.1673030197847964
Hydropower,40-49 years,9.389,Japan,24.565029695717012
Hydropower,40-49 years,0.225,Kenya,31.163434903047094
Hydropower,40-49 years,1.25,Kyrgyzstan,39.87240829346093
Hydropower,40-49 years,0.091,Madagascar,79.1304347826087
Hydropower,40-49 years,1.123,Malaysia,18.236440402728157
Hydropower,40-49 years,0.048,Mali,10.666666666666666
Hydropower,40-49 years,3.39,Mexico,28.660804869800476
Hydropower,40-49 years,0.342,Montenegro,52.69645608628659
Hydropower,40-49 years,0.128,Morocco,8.755129958960326
Hydropower,40-49 years,0.056,Myanmar,1.8579960185799604
Hydropower,40-49 years,0.332,Namibia,100.0
Hydropower,40-49 years,0.089,Nepal,3.517786561264822
Hydropower,40-49 years,0.968,New Zealand,19.860484201887562
Hydropower,40-49 years,0.578,Nigeria,21.11029948867787
Hydropower,40-49 years,0.71,North Korea,22.00185931205454
Hydropower,40-49 years,6.552,Norway,24.27655711586202
Hydropower,40-49 years,3.478,Pakistan,30.637773079633547
Hydropower,40-49 years,0.662,Panama,47.6601871850252
Hydropower,40-49 years,0.21,Peru,3.7824207492795394
Hydropower,40-49 years,1.938,Philippines,56.40279394644936
Hydropower,40-49 years,0.78,Poland,37.12517848643503
Hydropower,40-49 years,0.879,Portugal,11.599366587490104
Hydropower,40-49 years,0.074,Republic of the Congo,38.144329896907216
Hydropower,40-49 years,1.647,Romania,29.415967136988748
Hydropower,40-49 years,10.416,Russia,20.086005746572305
Hydropower,40-49 years,0.614,Serbia,44.07753050969132
Hydropower,40-49 years,0.779,Slovakia,38.074291300097755
Hydropower,40-49 years,0.126,Slovenia,17.00404858299595
Hydropower,40-49 years,1.442,South Africa,40.803621958121106
Hydropower,40-49 years,1.592,South Korea,26.01307189542484
Hydropower,40-49 years,2.224,Spain,16.125290023201856
Hydropower,40-49 years,0.471,Sri Lanka,34.130434782608695
Hydropower,40-49 years,0.546,Sweden,4.336086404066075
Hydropower,40-49 years,1.115,Switzerland,8.377160030052591
Hydropower,40-49 years,0.88,Syria,55.520504731861195
Hydropower,40-49 years,1.0,Taiwan,22.90950744558992
Hydropower,40-49 years,0.6,Tajikistan,10.423905489923557
Hydropower,40-49 years,0.744,Thailand,20.84033613445378
Hydropower,40-49 years,1.247,Türkiye,4.999198203976909
Hydropower,40-49 years,0.702,Ukraine,11.237393949095566
Hydropower,40-49 years,2.016,United Kingdom,52.24151334542627
Hydropower,40-49 years,9.596,United States,10.444171138127318
Hydropower,40-49 years,0.333,Uruguay,56.155143338954474
Hydropower,40-49 years,1.091,Uzbekistan,63.8758782201405
Hydropower,40-49 years,0.99,Zambia,24.15812591508053
Hydropower,50+ years,364.005,World,30.124983861837467
Hydropower,50+ years,0.212,Afghanistan,67.94871794871796
Hydropower,50+ years,0.25,Albania,14.400921658986174
Hydropower,50+ years,0.172,Algeria,100.0
Hydropower,50+ years,0.045,Andorra,100.0
Hydropower,50+ years,0.18,Angola,5.027932960893854
Hydropower,50+ years,2.316,Argentina,19.06172839506173
Hydropower,50+ years,0.635,Armenia,71.99546485260771
Hydropower,50+ years,5.743,Australia,72.26626399899332
Hydropower,50+ years,5.335,Austria,46.31076388888889
Hydropower,50+ years,0.424,Azerbaijan,35.750421585160204
Hydropower,50+ years,0.23,Bangladesh,100.0
Hydropower,50+ years,1.164,Belgium,88.9908256880734
Hydropower,50+ years,0.161,Bolivia,24.430955993930198
Hydropower,50+ years,0.812,Bosnia and Herzegovina,39.39835031538089
Hydropower,50+ years,18.952,Brazil,17.541488879221777
Hydropower,50+ years,1.415,Bulgaria,56.32961783439491
Hydropower,50+ years,0.276,Cameroon,20.072727272727274
Hydropower,50+ years,45.434,Canada,57.443042455812076
Hydropower,50+ years,1.319,Chile,22.907259465092046
Hydropower,50+ years,9.259,China,2.6164827960392456
Hydropower,50+ years,2.726,Colombia,22.57183075267037
Hydropower,50+ years,0.339,Costa Rica,20.835894283958208
Hydropower,50+ years,1.278,Croatia,76.48114901256733
Hydropower,50+ years,0.657,Czech Republic,37.18166383701188
Hydropower,50+ years,0.174,Côte d'Ivoire,18.58974358974359
Hydropower,50+ years,0.797,DR Congo,28.98181818181818
Hydropower,50+ years,0.134,Dominican Republic,27.685950413223143
Hydropower,50+ years,0.118,Ecuador,2.2459078797106966
Hydropower,50+ years,2.422,Egypt,83.34480385409498
Hydropower,50+ years,0.179,El Salvador,29.883138564273786
Hydropower,50+ years,0.198,Ethiopia,4.160537928136164
Hydropower,50+ years,1.915,Finland,93.46022449975598
Hydropower,50+ years,12.947,France,66.39146710425106
Hydropower,50+ years,0.738,Georgia,25.73221757322176
Hydropower,50+ years,3.332,Germany,48.956802821040256
Hydropower,50+ years,1.02,Ghana,64.39393939393939
Hydropower,50+ years,1.382,Greece,44.30907342096826
Hydropower,50+ years,0.06,Guatemala,7.001166861143523
Hydropower,50+ years,0.109,Honduras,18.98954703832753
Hydropower,50+ years,0.318,Iceland,16.493775933609957
Hydropower,50+ years,8.841,India,20.037622954535152
Hydropower,50+ years,0.292,Indonesia,5.438629167442727
Hydropower,50+ years,0.797,Iran,6.567779151215493
Hydropower,50+ years,0.724,Iraq,28.414442700156982
Hydropower,50+ years,0.422,Ireland,100.0
Hydropower,50+ years,9.476,Italy,82.2283929191253
Hydropower,50+ years,16.35,Japan,42.77753067685304
Hydropower,50+ years,1.496,Kazakhstan,59.887910328262606
Hydropower,50+ years,0.094,Kenya,13.019390581717452
Hydropower,50+ years,1.5,Kyrgyzstan,47.84688995215311
Hydropower,50+ years,0.275,Laos,2.8219599794766554
Hydropower,50+ years,1.536,Latvia,100.0
Hydropower,50+ years,0.156,Lebanon,100.0
Hydropower,50+ years,0.088,Liberia,100.0
Hydropower,50+ years,0.101,Lithuania,10.08991008991009
Hydropower,50+ years,1.294,Luxembourg,100.0
Hydropower,50+ years,0.024,Madagascar,20.869565217391305
Hydropower,50+ years,0.121,Malawi,34.472934472934476
Hydropower,50+ years,0.4,Malaysia,6.495615459564793
Hydropower,50+ years,3.812,Mexico,32.22861007778153
Hydropower,50+ years,0.048,Moldova,100.0
Hydropower,50+ years,0.307,Montenegro,47.303543913713405
Hydropower,50+ years,0.229,Morocco,15.663474692202461
Hydropower,50+ years,2.171,Mozambique,100.0
Hydropower,50+ years,0.168,Myanmar,5.573988055739881
Hydropower,50+ years,0.035,Nepal,1.383399209486166
Hydropower,50+ years,0.068,New Caledonia,100.0
Hydropower,50+ years,3.474,New Zealand,71.27615921214607
Hydropower,50+ years,0.104,Nicaragua,100.0
Hydropower,50+ years,0.76,Nigeria,27.75748721694668
Hydropower,50+ years,1.613,North Korea,49.98450573287884
Hydropower,50+ years,0.364,North Macedonia,81.61434977578475
Hydropower,50+ years,14.423,Norway,53.440290488717636
Hydropower,50+ years,0.243,Pakistan,2.1405919661733614
Hydropower,50+ years,0.21,Paraguay,100.0
Hydropower,50+ years,2.53,Peru,45.56916426512968
Hydropower,50+ years,0.713,Philippines,20.750873108265424
Hydropower,50+ years,1.229,Poland,58.495954307472644
Hydropower,50+ years,1.933,Portugal,25.508049617313276
Hydropower,50+ years,3.276,Romania,58.51044829433827
Hydropower,50+ years,31.638,Russia,61.01008542723258
Hydropower,50+ years,0.699,Serbia,50.1794687724336
Hydropower,50+ years,0.475,Slovakia,23.216031280547412
Hydropower,50+ years,0.435,Slovenia,58.70445344129555
Hydropower,50+ years,0.36,South Africa,10.186757215619693
Hydropower,50+ years,0.678,South Korea,11.078431372549021
Hydropower,50+ years,8.751,Spain,63.44982598607888
Hydropower,50+ years,0.275,Sri Lanka,19.927536231884062
Hydropower,50+ years,0.28,Sudan,15.135135135135137
Hydropower,50+ years,0.18,Suriname,100.0
Hydropower,50+ years,11.931,Sweden,94.75063532401525
Hydropower,50+ years,8.304,Switzerland,62.38918106686702
Hydropower,50+ years,0.832,Taiwan,19.060710194730813
Hydropower,50+ years,3.066,Tajikistan,53.266157053509374
Hydropower,50+ years,0.2,Tanzania,7.344840249724569
Hydropower,50+ years,1.279,Thailand,35.82633053221288
Hydropower,50+ years,2.275,Türkiye,9.120429762668378
Hydropower,50+ years,0.18,Uganda,12.738853503184714
Hydropower,50+ years,3.796,Ukraine,60.76516728029454
Hydropower,50+ years,1.653,United Kingdom,42.83493132935994
Hydropower,50+ years,76.066,United States,82.78932073705634
Hydropower,50+ years,0.26,Uruguay,43.84485666104553
Hydropower,50+ years,0.197,Uzbekistan,11.533957845433255
Hydropower,50+ years,0.72,Venezuela,4.497189256714554
Hydropower,50+ years,0.363,Vietnam,2.167811286951329
Hydropower,50+ years,2.238,Zambia,54.61200585651538
Nuclear,0-9 years,64.197,World,16.191573934887664
Nuclear,0-9 years,0.745,Argentina,42.2575155984118
Nuclear,0-9 years,2.388,Belarus,100.0
Nuclear,0-9 years,31.651,China,54.444903154780334
Nuclear,0-9 years,1.72,Finland,37.21332756382518
Nuclear,0-9 years,2.4,India,31.830238726790448
Nuclear,0-9 years,2.88,Pakistan,81.58640226628894
Nuclear,0-9 years,6.722,Russia,23.523236282194848
Nuclear,0-9 years,0.471,Slovakia,19.061108862808577
Nuclear,0-9 years,5.834,South Korea,21.55073695098075
Nuclear,0-9 years,5.668,United Arab Emirates,100.0
Nuclear,0-9 years,3.718,United States,3.6282020004879234
Nuclear,10-19 years,32.09,World,8.093643123051624
Nuclear,10-19 years,19.449,China,33.45546496026422
Nuclear,10-19 years,2.42,India,32.09549071618037
Nuclear,10-19 years,1.0,Iran,100.0
Nuclear,10-19 years,0.325,Pakistan,9.206798866855523
Nuclear,10-19 years,0.705,Romania,49.96456413890857
Nuclear,10-19 years,3.0,Russia,10.498320268756997
Nuclear,10-19 years,4.191,South Korea,15.481511580658266
Nuclear,10-19 years,1.0,Ukraine,7.228044813877846
Nuclear,20-29 years,33.532,World,8.457340018764942
Nuclear,20-29 years,1.35,Brazil,67.83919597989949
Nuclear,20-29 years,4.736,China,8.146695565417827
Nuclear,20-29 years,2.164,Czech Republic,51.96926032660903
Nuclear,20-29 years,6.242,France,9.747033104309807
Nuclear,20-29 years,1.42,India,18.83289124668435
Nuclear,20-29 years,1.18,Japan,10.16540317022743
Nuclear,20-29 years,0.325,Pakistan,9.206798866855523
Nuclear,20-29 years,0.706,Romania,50.035435861091415
Nuclear,20-29 years,2.041,Russia,7.1423572228443435
Nuclear,20-29 years,1.0,Slovakia,40.46944556859571
Nuclear,20-29 years,9.158,South Korea,33.82955930700749
Nuclear,20-29 years,2.0,Ukraine,14.456089627755691
Nuclear,20-29 years,1.21,United States,1.1807757989753598
Nuclear,30-39 years,108.6,World,27.39076482279234
Nuclear,30-39 years,2.08,Bulgaria,100.0
Nuclear,30-39 years,6.02,Canada,41.15113815024951
Nuclear,30-39 years,2.298,China,3.9529363195376197
Nuclear,30-39 years,1.5,Czech Republic,36.02305475504323
Nuclear,30-39 years,26.588,France,41.517801374141165
Nuclear,30-39 years,1.012,Hungary,49.92599901332018
Nuclear,30-39 years,1.1,India,14.588859416445624
Nuclear,30-39 years,4.43,Japan,38.16333563059959
Nuclear,30-39 years,1.608,Mexico,100.0
Nuclear,30-39 years,7.0,Russia,24.496080627099662
Nuclear,30-39 years,6.161,South Korea,22.7586716412397
Nuclear,30-39 years,3.18,Spain,42.92656587473003
Nuclear,30-39 years,7.0,Ukraine,50.59631369714492
Nuclear,30-39 years,6.534,United Kingdom,100.0
Nuclear,30-39 years,32.089,United States,31.313979019272992
Nuclear,40-49 years,122.724,World,30.953077551679257
Nuclear,40-49 years,0.656,Argentina,37.2093023255814
Nuclear,40-49 years,0.448,Armenia,100.0
Nuclear,40-49 years,2.179,Belgium,53.1982421875
Nuclear,40-49 years,0.64,Brazil,32.1608040201005
Nuclear,40-49 years,7.525,Canada,51.43892268781188
Nuclear,40-49 years,0.5,Czech Republic,12.007684918347744
Nuclear,40-49 years,2.902,Finland,62.78667243617482
Nuclear,40-49 years,31.21,France,48.73516552154904
Nuclear,40-49 years,1.015,Hungary,50.07400098667981
Nuclear,40-49 years,0.2,India,2.6525198938992043
Nuclear,40-49 years,4.346,Japan,37.43969676085459
Nuclear,40-49 years,0.005,North Korea,100.0
Nuclear,40-49 years,8.504,Russia,29.7592385218365
Nuclear,40-49 years,1.0,Slovakia,40.46944556859571
Nuclear,40-49 years,0.727,Slovenia,100.0
Nuclear,40-49 years,1.94,South Africa,100.0
Nuclear,40-49 years,1.727,South Korea,6.3795205201137755
Nuclear,40-49 years,4.228,Spain,57.07343412526998
Nuclear,40-49 years,7.184,Sweden,100.0
Nuclear,40-49 years,2.335,Switzerland,75.4442649434572
Nuclear,40-49 years,1.902,Taiwan,100.0
Nuclear,40-49 years,3.835,Ukraine,27.719551861221536
Nuclear,40-49 years,37.716,United States,36.805074408392294
Nuclear,50+ years,35.341,World,8.913600548824164
Nuclear,50+ years,0.362,Argentina,20.533182076006806
Nuclear,50+ years,1.917,Belgium,46.8017578125
Nuclear,50+ years,1.084,Canada,7.409939161938615
Nuclear,50+ years,1.652,Japan,14.231564438318403
Nuclear,50+ years,0.515,Netherlands,100.0
Nuclear,50+ years,1.309,Russia,4.5807670772676365
Nuclear,50+ years,0.76,Switzerland,24.55573505654281
Nuclear,50+ years,27.742,United States,27.07196877287143
Bioenergy,0-9 years,31.88503,World,44.03807117711299
Bioenergy,0-9 years,0.04,Argentina,24.691358024691358
Bioenergy,0-9 years,0.042,Bangladesh,100.0
Bioenergy,0-9 years,2.861,Brazil,21.381062700844485
Bioenergy,0-9 years,0.156,Canada,16.182572614107883
Bioenergy,0-9 years,0.166,Chile,18.241758241758244
Bioenergy,0-9 years,16.0965,China,84.80545823345011
Bioenergy,0-9 years,0.035,Colombia,49.29577464788733
Bioenergy,0-9 years,0.06,Cuba,100.0
Bioenergy,0-9 years,0.317,Denmark,13.050638122684234
Bioenergy,0-9 years,0.03,Dominican Republic,100.0
Bioenergy,0-9 years,0.095,El Salvador,38.46153846153847
Bioenergy,0-9 years,0.181,Ethiopia,85.37735849056604
Bioenergy,0-9 years,0.834,Finland,42.703533026113675
Bioenergy,0-9 years,0.06,France,14.705882352941178
Bioenergy,0-9 years,0.108,Guatemala,12.965186074429772
Bioenergy,0-9 years,0.043,Honduras,58.9041095890411
